iter	Passed	Remaining
424	136407	184551
425	136719	184218
426	136983	183820
427	137253	183431
428	137527	183049
429	137788	182649
430	138039	182237
431	138274	181804
432	138538	181411
433	138799	181014
434	139076	180640
435	139334	180240
436	139570	179812
437	139824	179410
438	140085	179015
439	140359	178639
440	140660	178297
441	140896	177874
442	141166	177493
443	141413	177085
444	141679	176700
445	141958	176334
446	142185	175902
447	142423	175486
448	142726	175149
449	143005	174784
450	143285	174420
451	143595	174093
452	143869	173723
453	144140	173349
454	144416	172982
455	144702	172627
456	144977	172260
457	145234	171870
458	145480	171470
459	145766	171117
460	146072	170787
461	146360	170436
462	146655	170094
463	146952	169755
464	147296	169469
465	147557	169088
466	147782	168668
467	147988	168226
468	148231	167826
469	148445	167395
470	148685	166994
471	148943	166615
472	149190	166222
473	149445	165840
474	149676	165431
475	149915	165032
476	150165	164646
477	150400	164245
478	150668	163879
479	150924	163501
480	151174	163117
481	151454	162766
482	151696	162374
483	151923	161967
484	152180	161593
485	152388	161167
486	152639	160788
487	152882	160401
488	153115	160003
489	153388	159649
490	153625	159257
491	153860	158863
492	154085	158461
493	154307	158055
494	154522	157643
495	154784	157280
496	155014	156885
497	155235	156482
498	155456	156079
499	155688	155688
500	155935	155312
501	156172	154928
502	156391	154525
503	156636	154150
504	156882	153776
505	157122	153396
506	157326	152982
507	157548	152586
508	157796	152216
509	158050	151852
510	158267	151453
511	158461	151033
512	158682	150640
513	158904	150247
514	159110	149842
515	159348	149466
516	159565	149071
517	159766	148663
518	159982	148268
519	160224	147899
520	160429	147496
521	160679	147135
522	160911	146758
523	161126	146366
524	161346	145980
525	161582	145608
526	161817	145236
527	162046	144860
528	162278	144485
529	162496	144100
530	162713	143714
531	162937	143336
532	163171	142966
533	163401	142593
534	163615	142207
535	163847	141837
536	164068	141459
537	164288	141080
538	164493	140689
539	164724	140321
540	164918	139921
541	165152	139556
542	165347	139160
543	165571	138787
544	165784	138407
545	166004	138032
546	166209	137647
547	166445	137287
548	166678	136925
549	166913	136565
550	167120	136183
551	167333	135806
552	167533	135420
553	167739	135039
554	167968	134677
555	168198	134317
556	168437	133964
557	168691	133622
558	168919	133261
559	169169	132918
560	169390	132553
561	169626	132199
562	169853	131840
563	170074	131476
564	170327	131137
565	170557	130781
566	170785	130423
567	170957	130023
568	171100	129603
569	171342	129258
570	171501	128851
571	171729	128497
572	171932	128124
573	172201	127801
574	172448	127461
575	172688	127117
576	172905	126757
577	173129	126402
578	173344	126041
579	173549	125673
580	173784	125327
581	173976	124951
582	174207	124604
583	174418	124243
584	174626	123880
585	174866	123540
586	175079	123181
587	175326	122847
588	175555	122501
589	175799	122166
590	176077	121853
591	176315	121514
592	176534	121162
593	176782	120831
594	177003	120481
595	177204	120118
596	177403	119754
597	177651	119424
598	177847	119059
599	178051	118701
600	178265	118348
601	178476	117995
602	178724	117667
603	178957	117329
604	179193	116994
605	179419	116652
606	179656	116317
607	179888	115980
608	180138	115655
609	180325	115289
610	180537	114940
611	180749	114592
612	180944	114233
613	181185	113905
614	181406	113563
615	181638	113229
616	181843	112878
617	182048	112528
618	182246	112174
619	182484	111845
620	182736	111525
621	182953	111183
622	183203	110863
623	183442	110535
624	183688	110213
625	183939	109893
626	184180	109568
627	184408	109235
628	184636	108902
629	184858	108567
630	185067	108225
631	185558	108046
632	185792	107718
633	186019	107386
634	186230	107045
635	186432	106700
636	186671	106376
637	186895	106044
638	187132	105719
639	187320	105367
640	187557	105043
641	187770	104707
642	187970	104363
643	188215	104044
644	188454	103723
645	188680	103394
646	188864	103043
647	189083	102712
648	189297	102377
649	189530	102054
650	189745	101722
651	189959	101389
652	190179	101060
653	190390	100726
654	190606	100395
655	190814	100061
656	191003	99717
657	191241	99398
658	191471	99076
659	191677	98743
660	191855	98395
661	192060	98061
662	192253	97721
663	192494	97407
664	192717	97083
665	192921	96750
666	193151	96430
667	193353	96097
668	193610	95792
669	193792	95449
670	194012	95127
671	194242	94809
672	194493	94501
673	194740	94191
674	194980	93879
675	195221	93567
676	195444	93247
677	195694	92940
678	195916	92620
679	196118	92291
680	196335	91969
681	196561	91652
682	196765	91324
683	197011	91016
684	197262	90711
685	197496	90399
686	197722	90083
687	197929	89758
688	198165	89447
689	198394	89133
690	198631	88823
691	198849	88505
692	199085	88194
693	199316	87883
694	199542	87568
695	199762	87252
696	199971	86931
697	200190	86615
698	200393	86292
699	200625	85982
700	200833	85662
701	201082	85359
702	201297	85043
703	201517	84729
704	201747	84419
705	201980	84110
706	202233	83810
707	202476	83507
708	202682	83188
709	202911	82879
710	203117	82561
711	203336	82248
712	203538	81929
713	203771	81622
714	203999	81314
715	204232	81008
716	204465	80702
717	204693	80394
718	204917	80086
719	205138	79776
720	205365	79468
721	205576	79155
722	205779	78839
723	206026	78540
724	206243	78230
725	206463	77921
726	206711	77623
727	206954	77323
728	207181	77018
729	207414	76715
730	207652	76413
731	207848	76097
732	208099	75801
733	208336	75500
734	208593	75207
735	208809	74899
736	209040	74596
737	209260	74290
738	209486	73986
739	209742	73693
740	209962	73387
741	210203	73089
742	210444	72791
743	210667	72487
744	210903	72188
745	211148	71892
746	211354	71583
747	211549	71270
748	211789	70973
749	212002	70667
750	212240	70370
751	212482	70073
752	212695	69768
753	212930	69470
754	213155	69169
755	213386	68870
756	213643	68580
757	213888	68286
758	214109	67984
759	214334	67684
760	214584	67392
761	214783	67084
762	214999	66782
763	215232	66485
764	215440	66181
765	215674	65884
766	215873	65578
767	216123	65287
768	216326	64982
769	216577	64692
770	216792	64391
771	217024	64095
772	217264	63802
773	217495	63506
774	217717	63208
775	217946	62912
776	218212	62627
777	218436	62330
778	218671	62036
779	218901	61741
780	219143	61449
781	219360	61151
782	219594	60858
783	219829	60565
784	220074	60275
785	220316	59984
786	220540	59688
787	220777	59397
788	221006	59103
789	221220	58805
790	221441	58509
791	221677	58218
792	221899	57923
793	222139	57633
794	222389	57345
795	222624	57054
796	222844	56759
797	223096	56473
798	223326	56181
799	223568	55892
800	223794	55599
801	224036	55310
802	224270	55020
803	224488	54725
804	224690	54428
805	224862	54123
806	225094	53833
807	225308	53538
808	225532	53246
809	225756	52955
810	225952	52657
811	226169	52364
812	226382	52070
813	226629	51785
814	226824	51487
815	227069	51201
816	227275	50907
817	227515	50620
818	227742	50331
819	227941	50036
820	228190	49751
821	228424	49464
822	228663	49177
823	228877	48886
824	229118	48600
825	229330	48309
826	229580	48025
827	229805	47737
828	230052	47453
829	230259	47161
830	230468	46870
831	230677	46579
832	230896	46290
833	231128	46004
834	231325	45711
835	231558	45425
836	231798	45141
837	232030	44855
838	232225	44562
839	232455	44277
840	232671	43988
841	232881	43699
842	233130	43418
843	233341	43129
844	233544	42839
845	233772	42554
846	234011	42271
847	234246	41987
848	234487	41705
849	234706	41418
850	234911	41130
851	235147	40847
852	235376	40563
853	235609	40279
854	235823	39993
855	236062	39711
856	236245	39420
857	236499	39140
858	236728	38857
859	236929	38569
860	237098	38277
861	237310	37991
862	237535	37708
863	237767	37426
864	238003	37144
865	238247	36865
866	238451	36579
867	238660	36294
868	238908	36014
869	239146	35734
870	239382	35453
871	239601	35170
872	239839	34890
873	240088	34612
874	240316	34330
875	240562	34052
876	240768	33768
877	241011	33489
878	241252	33210
879	241465	32927
880	241703	32647
881	241921	32365
882	242173	32088
883	242405	31808
884	242657	31531
885	242877	31250
886	243126	30973
887	243361	30694
888	243581	30413
889	243794	30131
890	244000	29849
891	244223	29569
892	244443	29289
893	244680	29011
894	244908	28732
895	245115	28450
896	245340	28171
897	245585	27895
898	245782	27612
899	246018	27335
900	246242	27056
901	246493	26780
902	246653	26495
903	246884	26217
904	247109	25939
905	247319	25660
906	247525	25380
907	247751	25102
908	248000	24827
909	248227	24549
910	248429	24270
911	248650	23992
912	248881	23715
913	249119	23440
914	249355	23164
915	249581	22887
916	249802	22610
917	250031	22333
918	250261	22057
919	250509	21783
920	250749	21508
921	250973	21232
922	251203	20956
923	251365	20675
924	251486	20390
925	251696	20113
926	251919	19838
927	252129	19561
928	252346	19285
929	252571	19010
930	252784	18734
931	253032	18461
932	253260	18186
933	253462	17910
934	253672	17634
935	253902	17360
936	254140	17087
937	254347	16811
938	254554	16536
939	254758	16261
940	254946	15984
941	255168	15711
942	255387	15437
943	255643	15165
944	255869	14891
945	256098	14618
946	256334	14346
947	256554	14072
948	256794	13800
949	257048	13528
950	257249	13254
951	257466	12981
952	257688	12708
953	257884	12434
954	258135	12163
955	258351	11890
956	258594	11619
957	258822	11347
958	259057	11075
959	259280	10803
960	259496	10531
961	259677	10257
962	259875	9984
963	260080	9712
964	260260	9439
965	260480	9168
966	260715	8897
967	260936	8626
968	261185	8355
969	261403	8084
970	261616	7813
971	261821	7542
972	262016	7270
973	262223	6999
974	262476	6730
975	262677	6459
976	262910	6189
977	263147	5919
978	263363	5649
979	263578	5379
980	263799	5109
981	264028	4839
982	264236	4569
983	264475	4300
984	264698	4030
985	264925	3761
986	265155	3492
987	265401	3223
988	265629	2954
989	265845	2685
990	266078	2416
991	266289	2147
992	266740	1880
993	267020	1611
994	267247	1342
995	267440	1074
996	267654	805
997	267852	536
998	268089	268
999	268302	0
