iter	RMSE
161	10.62586366
162	10.61852407
163	10.61164012
164	10.60484536
165	10.60236106
166	10.59884744
167	10.59594781
168	10.59329976
169	10.58967495
170	10.58730559
171	10.58424686
172	10.57922339
173	10.5768132
174	10.57340577
175	10.56993595
176	10.56777808
177	10.56633076
178	10.56382191
179	10.56060107
180	10.55669697
181	10.5546788
182	10.55161396
183	10.54636046
184	10.54475851
185	10.54135005
186	10.53813882
187	10.53499577
188	10.53227656
189	10.53202032
190	10.52973194
191	10.52711118
192	10.52528454
193	10.52299415
194	10.51775513
195	10.5159988
196	10.51354696
197	10.51212337
198	10.50985036
199	10.50678626
200	10.50484582
201	10.50281365
202	10.5006294
203	10.49852967
204	10.49601576
205	10.49421636
206	10.49203555
207	10.48802067
208	10.48631607
209	10.48359033
210	10.48051831
211	10.47874907
212	10.47538527
213	10.47070196
214	10.46880826
215	10.46696654
216	10.46392554
217	10.46064773
218	10.45904784
219	10.45669093
220	10.45467843
221	10.45221785
222	10.44974954
223	10.44799762
224	10.44602547
225	10.44416803
226	10.44154544
227	10.43890725
228	10.43698303
229	10.43352183
230	10.43170103
231	10.42968801
232	10.42797674
233	10.42567394
234	10.42370543
235	10.42182003
236	10.41729982
237	10.41476886
238	10.41212135
239	10.41038089
240	10.40842459
241	10.40567244
242	10.4036717
243	10.40056512
244	10.3985898
245	10.39698624
246	10.39455729
247	10.3925895
248	10.38984781
249	10.38666638
250	10.38474261
251	10.38243884
252	10.37982563
253	10.37764084
254	10.375348
255	10.37154977
256	10.36933132
257	10.36707549
258	10.36503507
259	10.36224734
260	10.35718876
261	10.35543246
262	10.3536984
263	10.35075286
264	10.3468051
265	10.34321828
266	10.34195525
267	10.33946038
268	10.3359637
269	10.3340514
270	10.3327842
271	10.3318564
272	10.33046646
273	10.32872434
274	10.32753893
275	10.32532894
276	10.32360456
277	10.32122747
278	10.31947029
279	10.31783135
280	10.3164681
281	10.31507336
282	10.3130377
283	10.31087755
284	10.30771423
285	10.30567555
286	10.30440712
287	10.3030521
288	10.3013153
289	10.29987703
290	10.29869485
291	10.29665969
292	10.29464675
293	10.29218427
294	10.29068578
295	10.28931785
296	10.28760553
297	10.28617849
298	10.28557501
299	10.28417853
300	10.28225984
301	10.28058847
302	10.27910925
303	10.2774761
304	10.27610468
305	10.2735029
306	10.26932912
307	10.26745481
308	10.26642452
309	10.26477009
310	10.26411418
311	10.26203224
312	10.25991873
313	10.25982346
314	10.2584767
315	10.25667007
316	10.25486175
317	10.25249115
318	10.25139778
319	10.24822105
320	10.2474209
321	10.2461835
322	10.24610017
323	10.24451552
324	10.24168733
325	10.23909083
326	10.23612586
327	10.23558041
328	10.23390965
329	10.23244067
330	10.23102299
331	10.23056364
332	10.22864261
333	10.22725936
334	10.22591529
335	10.22473438
336	10.22468826
337	10.22255082
338	10.22145061
339	10.21970717
340	10.21731972
341	10.21642407
342	10.21510419
343	10.21338992
344	10.2121822
345	10.21140867
346	10.21033781
347	10.20932623
348	10.20725304
349	10.20716935
350	10.20569759
351	10.20382692
352	10.2023659
353	10.20187979
354	10.20062786
355	10.19868469
356	10.19764551
357	10.19635245
358	10.19502277
359	10.19377447
360	10.19223631
361	10.1905089
362	10.18925354
363	10.18732801
364	10.1863435
365	10.1857565
366	10.18429937
367	10.18302911
368	10.18069509
369	10.17938862
370	10.17686334
371	10.17423283
372	10.17372077
373	10.17215557
374	10.17108741
375	10.16973491
376	10.16865778
377	10.16603086
378	10.16536865
379	10.16441694
380	10.16365796
381	10.16312538
382	10.16222471
383	10.16192682
384	10.1615222
385	10.16145306
386	10.1603651
387	10.15910794
388	10.15870003
389	10.15780912
390	10.15777917
391	10.15647726
392	10.15471713
393	10.15327511
394	10.15216918
395	10.15104718
396	10.14977709
397	10.14825969
398	10.14709616
399	10.14575245
400	10.14466073
401	10.14321654
402	10.14240215
403	10.1412673
404	10.14021715
405	10.13894525
406	10.13778231
407	10.13702245
408	10.13565754
409	10.13443462
410	10.13305319
411	10.13218293
412	10.13171479
413	10.13081172
414	10.13024824
415	10.12920489
416	10.12804901
417	10.12758306
418	10.12642874
419	10.12540907
420	10.12486896
421	10.12338107
422	10.12310459
423	10.12220693
424	10.12159784
425	10.1205813
426	10.11979164
427	10.118848
428	10.11658976
429	10.11555145
430	10.11462162
431	10.11353615
432	10.11259852
433	10.11119985
434	10.11026395
435	10.10921656
436	10.10771489
437	10.10669137
438	10.10557096
439	10.1044336
440	10.10362779
441	10.10285547
442	10.10136559
443	10.10057919
444	10.10000442
445	10.09870037
446	10.09807161
447	10.09702046
448	10.09490267
449	10.09374324
450	10.09269636
451	10.09162164
452	10.09110175
453	10.08970163
454	10.08845963
455	10.08774292
456	10.08699062
457	10.08635346
458	10.08425993
459	10.08333257
460	10.08232723
461	10.08150837
462	10.08060628
463	10.08026591
464	10.0793271
465	10.0780449
466	10.07743958
467	10.07653744
468	10.07517866
469	10.07399612
470	10.07318398
471	10.07264738
472	10.07161958
473	10.07106146
474	10.06960407
475	10.06854988
476	10.06740761
477	10.06656974
478	10.06557992
479	10.06461948
480	10.06430454
481	10.06378036
482	10.06276192
483	10.06178657
484	10.06077013
485	10.05937816
486	10.0576323
487	10.0570954
488	10.05603146
489	10.05489268
490	10.05439153
491	10.05376882
492	10.053515
493	10.05121508
494	10.05052779
495	10.04930022
496	10.04845515
497	10.04751011
498	10.04535223
499	10.04415099
500	10.04314611
501	10.04211478
502	10.04034724
503	10.03967388
504	10.03903778
505	10.03818618
506	10.0369318
507	10.03646037
508	10.03537501
509	10.03475254
510	10.03432247
511	10.03315029
512	10.03212007
513	10.03011305
514	10.02915552
515	10.02826611
516	10.02689272
517	10.02595307
518	10.02446318
519	10.02339206
520	10.02256587
521	10.02200381
522	10.02110513
523	10.0199755
524	10.0192097
525	10.01869231
526	10.01787113
527	10.01756573
528	10.01702378
529	10.01613841
530	10.01573146
531	10.01485427
532	10.01446425
533	10.01392438
534	10.01385217
535	10.0132717
536	10.01286761
537	10.01181081
538	10.01094387
539	10.01009399
540	10.00969311
541	10.00839718
542	10.00734248
543	10.00699072
544	10.0061431
545	10.0058079
546	10.00511101
547	10.00405844
548	10.00302396
549	10.00282221
550	10.00191028
551	10.00098373
552	10.00063575
553	10.00008405
554	9.999700705
555	9.998652926
556	9.997837675
557	9.997092132
558	9.996008833
559	9.995238764
560	9.994600343
561	9.993660763
562	9.99305719
563	9.992525076
564	9.99157966
565	9.99041723
566	9.989847001
567	9.989835157
568	9.989802828
569	9.989013338
570	9.988964216
571	9.988164902
572	9.988123714
573	9.987319313
574	9.986431954
575	9.98609944
576	9.984904699
577	9.983987841
578	9.982927782
579	9.982529539
580	9.982298063
581	9.98152336
582	9.979285234
583	9.978865142
584	9.978097017
585	9.977574728
586	9.97658252
587	9.976043623
588	9.975266852
589	9.97430167
590	9.973502896
591	9.972578697
592	9.971683509
593	9.970924919
594	9.969752672
595	9.969306234
596	9.968249663
597	9.967856169
598	9.96689059
599	9.966409916
600	9.965282647
601	9.964605466
602	9.964014926
603	9.963097553
604	9.962472434
605	9.960759641
606	9.959941926
607	9.959032714
608	9.95854127
609	9.958352316
610	9.957264044
611	9.956609173
612	9.955179103
613	9.954743752
614	9.954052557
615	9.95317119
616	9.952443498
617	9.950754423
618	9.950497442
619	9.950035954
620	9.949279943
621	9.949035419
622	9.948379721
623	9.947939944
624	9.947555298
625	9.947001104
626	9.946415996
627	9.945152832
628	9.944336026
629	9.943137046
630	9.942448825
631	9.941573792
632	9.940736007
633	9.939897589
634	9.938825031
635	9.937357485
636	9.936660848
637	9.935703856
638	9.934937228
639	9.934141847
640	9.933415147
641	9.932859406
642	9.932371707
643	9.932013629
644	9.931238943
645	9.930549941
646	9.929569656
647	9.929109021
648	9.928247547
649	9.927246287
650	9.926472186
651	9.925800622
652	9.925102774
653	9.924272905
654	9.923408575
655	9.922775241
656	9.922001507
657	9.921336541
658	9.920216835
659	9.919086315
660	9.91833435
661	9.916874325
662	9.916237935
663	9.915400359
664	9.914963525
665	9.91422903
666	9.913818058
667	9.913658813
668	9.913069762
669	9.912677234
670	9.911941894
671	9.911817173
672	9.911116277
673	9.910305402
674	9.909866566
675	9.909720104
676	9.908343039
677	9.90776631
678	9.907501914
679	9.907098438
680	9.90616971
681	9.905932396
682	9.905298434
683	9.904820529
684	9.904186499
685	9.903182463
686	9.90206286
687	9.901640175
688	9.901017694
689	9.900425634
690	9.899804464
691	9.899285504
692	9.898466265
693	9.897596208
694	9.896637015
695	9.895825185
696	9.894812014
697	9.893364666
698	9.892388135
699	9.891850952
700	9.891209429
701	9.890498494
702	9.889969069
703	9.889384481
704	9.888668552
705	9.887842877
706	9.887297341
707	9.886883773
708	9.885934706
709	9.885503012
710	9.88499677
711	9.884324574
712	9.883898307
713	9.883287476
714	9.882824436
715	9.882055984
716	9.881535162
717	9.88089168
718	9.880191788
719	9.879385697
720	9.8785662
721	9.877869114
722	9.877290943
723	9.876650259
724	9.875907651
725	9.875347949
726	9.874827326
727	9.874365373
728	9.873499282
729	9.872629282
730	9.871870198
731	9.871399458
732	9.870764353
733	9.870219068
734	9.869763232
735	9.869306412
736	9.868995869
737	9.868735921
738	9.868386026
739	9.867939257
740	9.867278015
741	9.867071279
742	9.866140501
743	9.865552337
744	9.864926856
745	9.864278075
746	9.862774116
747	9.862391058
748	9.861991798
749	9.860973511
750	9.86029997
751	9.859172876
752	9.858631678
753	9.858111759
754	9.857609726
755	9.85719368
756	9.856653894
757	9.855835947
758	9.855416184
759	9.854985298
760	9.854323254
761	9.853472935
762	9.852655161
763	9.852068535
764	9.851463012
765	9.851075288
766	9.850489895
767	9.849673121
768	9.848771025
769	9.848578247
770	9.847772383
771	9.846864678
772	9.846138244
773	9.845381704
774	9.844998514
775	9.844498252
776	9.843660805
777	9.843456524
778	9.843158608
779	9.842272614
780	9.841937247
781	9.841608282
782	9.841029704
783	9.839603222
784	9.838343168
785	9.838051963
786	9.837113531
787	9.836601954
788	9.836441971
789	9.835931336
790	9.835281057
791	9.833516091
792	9.83269893
793	9.831823674
794	9.83132251
795	9.830930466
796	9.830734002
797	9.82864332
798	9.827789492
799	9.827287407
800	9.826052143
801	9.825189793
802	9.824789663
803	9.823914963
804	9.823128702
805	9.822422641
806	9.822294526
807	9.821740799
808	9.821322676
809	9.821250528
810	9.820294437
811	9.819600248
812	9.818984339
813	9.81852342
814	9.81714851
815	9.816116136
816	9.815647279
817	9.814958828
818	9.814379131
819	9.814035257
820	9.813204083
821	9.812705571
822	9.811809498
823	9.811456925
824	9.810385256
825	9.809706388
826	9.809496054
827	9.808885014
828	9.808521977
829	9.808129505
830	9.807605964
831	9.80680367
832	9.805877222
833	9.804866261
834	9.803957387
835	9.803405074
836	9.802873319
837	9.802164461
838	9.801416834
839	9.800906627
840	9.800140717
841	9.799501838
842	9.798651268
843	9.797830229
844	9.797811158
845	9.797481943
846	9.796778154
847	9.796556104
848	9.795908704
849	9.79571151
850	9.794856078
851	9.793757836
852	9.79342991
853	9.792569688
854	9.791882464
855	9.791601313
856	9.791588112
857	9.790713686
858	9.789826852
859	9.789472534
860	9.788602065
861	9.788005462
862	9.787493304
863	9.787011067
864	9.786318209
865	9.785850967
866	9.785236555
867	9.784843601
868	9.784365367
869	9.783882736
870	9.783575043
871	9.782983435
872	9.782481615
873	9.782002899
874	9.781203982
875	9.780746353
876	9.780402582
877	9.779608587
878	9.778890938
879	9.778871483
880	9.77831533
881	9.776797543
882	9.776229844
883	9.775713185
884	9.775249919
885	9.774704214
886	9.774269538
887	9.773389222
888	9.773203032
889	9.772691928
890	9.772219774
891	9.771519333
892	9.770371529
893	9.769756378
894	9.768712256
895	9.768691308
896	9.767822588
897	9.767548888
898	9.766668248
899	9.765989916
900	9.765511958
901	9.765185504
902	9.765174033
903	9.764909943
904	9.76464098
905	9.764206674
906	9.76320815
907	9.762630855
908	9.760611085
909	9.760583099
910	9.760135275
911	9.759889727
912	9.759334165
913	9.758642842
914	9.758106121
915	9.757867216
916	9.757459131
917	9.756703914
918	9.756185297
919	9.755713796
920	9.755110481
921	9.754437247
922	9.753587293
923	9.753577453
924	9.753570568
925	9.752889537
926	9.751999071
927	9.75185448
928	9.751086122
929	9.748831258
930	9.748542512
931	9.748012783
932	9.747597492
933	9.747048877
934	9.746634189
935	9.746279178
936	9.745973111
937	9.745523445
938	9.744785788
939	9.743858424
940	9.742948993
941	9.742598926
942	9.742121773
943	9.741776467
944	9.74134214
945	9.740623509
946	9.739990707
947	9.73916933
948	9.738226717
949	9.736130845
950	9.735716796
951	9.733797001
952	9.732639654
953	9.731973454
954	9.731221844
955	9.73067015
956	9.730223367
957	9.72944854
958	9.728848958
959	9.727804105
960	9.727456592
961	9.72732627
962	9.726715874
963	9.725815526
964	9.725804125
965	9.725121739
966	9.724366958
967	9.723856397
968	9.723550622
969	9.722651031
970	9.722038327
971	9.721534221
972	9.721517415
973	9.720996874
974	9.720281886
975	9.719411397
976	9.719111895
977	9.718947593
978	9.717965141
979	9.717280083
980	9.716888772
981	9.716670483
982	9.716304335
983	9.715549025
984	9.715111847
985	9.714506837
986	9.714253054
987	9.713464853
988	9.71275354
989	9.712474479
990	9.712439076
991	9.712009359
992	9.71154889
993	9.710899886
994	9.71030933
995	9.710095208
996	9.709581784
997	9.708957647
998	9.708355197
999	9.707589077
