Feature,Importance
avg_sales_3,37.6048459868765
sales_last_1,26.483792072471747
festival_flag,11.890773519276236
sales_last_3,11.212868364243437
returns,6.058189549177117
sales_last_2,6.033500325568389
current_stock,0.4235730477449319
discount_percentage,0.16567996497520243
promotion,0.12677716966644545
