iter	RMSE
962	9.582682154
963	9.581815786
964	9.581481053
965	9.580860721
966	9.580233227
967	9.580004856
968	9.579825555
969	9.579222421
970	9.578555222
971	9.577467294
972	9.576986205
973	9.576599315
974	9.576079343
975	9.575346223
976	9.574797365
977	9.574075984
978	9.573529007
979	9.573000109
980	9.572021312
981	9.571414939
982	9.570796989
983	9.570563369
984	9.570336069
985	9.569820317
986	9.569444015
987	9.568981503
988	9.567855464
989	9.567554586
990	9.567059099
991	9.566271403
992	9.566222326
993	9.565861622
994	9.564981667
995	9.564372679
996	9.563784138
997	9.563354761
998	9.563035037
999	9.562640767
